1058042564	20220711	202207	2022	2022.5233	CHN	CHINA	CHN								TWN	TAIWAN	TWN								1	111	111	11	3	-2.0	1	1	1	-3.01003344481606	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Taiwan	TW	TW		24	121	TW	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220810144500	https://www.politico.eu/article/liz-truss-summons-chinese-ambassador/
1058042565	20220711	202207	2022	2022.5233	CRM	GANG						CRM													1	1821	182	18	4	-9.0	10	1	10	-14.2857142857143	1	Lesotho	LT	LT		-29.5	28.25	LT	0								1	Lesotho	LT	LT		-29.5	28.25	LT	20220810144500	https://www.heraldlive.co.za/news/2022-08-10-seven-suspects-in-the-krugersdorp-mine-dump-attack-charged-with-rape/
1058042566	20220711	202207	2022	2022.5233	IRL	CORK	IRL																		1	040	040	04	1	1.0	10	1	10	0	0								0								0								20220810144500	https://www.irishexaminer.com/farming/arid-40937081.html
1058042567	20220711	202207	2022	2022.5233	IRL	CORK	IRL																		1	046	046	04	1	7.0	10	1	10	0	0								0								0								20220810144500	https://www.irishexaminer.com/farming/arid-40937081.html
1058042568	20220803	202208	2022	2022.5836											EDU	UNIVERSITY						EDU			0	111	111	11	3	-2.0	5	1	5	-3.85906040268457	0								4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	20220810144500	https://www.theweek.co.uk/news/uk-news/957602/trigger-censorship-books-universities-reversed
1058042569	20220803	202208	2022	2022.5836	CHR	CHRISTIAN				CHR					NGA	NIGERIA	NGA								1	043	043	04	1	2.8	4	1	4	-0.98441345365053	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	5	Ogun State, Ogun, Nigeria	NI	NI16	22963	7	3.58333	-2022272	5	Ogun State, Ogun, Nigeria	NI	NI16	22963	7	3.58333	-2022272	20220810144500	https://allafrica.com/stories/202208100675.html
1058042570	20220803	202208	2022	2022.5836	CHR	CHRISTIAN				CHR					NGA	NIGERIA	NGA								1	043	043	04	1	2.8	2	1	2	-0.98441345365053	5	Anambra State, Anambra, Nigeria	NI	NI25	22646	6.33333	7	-1999834	5	Anambra State, Anambra, Nigeria	NI	NI25	22646	6.33333	7	-1999834	5	Ogun State, Ogun, Nigeria	NI	NI16	22963	7	3.58333	-2022272	20220810144500	https://allafrica.com/stories/202208100675.html
1058042571	20220803	202208	2022	2022.5836	CHR	CHRISTIAN				CHR					NGA	NIGERIA	NGA								1	043	043	04	1	2.8	2	1	2	-0.98441345365053	5	Ogun State, Ogun, Nigeria	NI	NI16	22963	7	3.58333	-2022272	5	Ogun State, Ogun, Nigeria	NI	NI16	22963	7	3.58333	-2022272	5	Ogun State, Ogun, Nigeria	NI	NI16	22963	7	3.58333	-2022272	20220810144500	https://allafrica.com/stories/202208100675.html
1058042572	20220803	202208	2022	2022.5836	GBR	UNITED KINGDOM	GBR																		0	013	013	01	1	0.4	4	1	4	1.17820324005892	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	0								4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20220810144500	https://www.northern-times.co.uk/news/national/article/chancellor-and-stormont-ministers-looking-at-solution-to-energy-bill-worries-55364/
1058042573	20220803	202208	2022	2022.5836	IRQREL	IRAQ	IRQ								JUD	JUDICIARY						JUD			1	100	100	10	3	-5.0	10	1	10	-0.972714533014591	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20220810144500	https://news.yahoo.com/iraq-cleric-sadr-calls-judiciary-135652860.html
1058042574	20220803	202208	2022	2022.5836	NGA	NIGERIA	NGA								CHR	CHRISTIAN				CHR					1	042	042	04	1	1.9	2	1	2	-0.98441345365053	5	Anambra State, Anambra, Nigeria	NI	NI25	22646	6.33333	7	-1999834	5	Anambra State, Anambra, Nigeria	NI	NI25	22646	6.33333	7	-1999834	5	Ogun State, Ogun, Nigeria	NI	NI16	22963	7	3.58333	-2022272	20220810144500	https://allafrica.com/stories/202208100675.html
1058042575	20220803	202208	2022	2022.5836	NGA	NIGERIA	NGA								CHR	CHRISTIAN				CHR					1	042	042	04	1	1.9	4	1	4	-0.98441345365053	5	Ogun State, Ogun, Nigeria	NI	NI16	22963	7	3.58333	-2022272	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	5	Ogun State, Ogun, Nigeria	NI	NI16	22963	7	3.58333	-2022272	20220810144500	https://allafrica.com/stories/202208100675.html
1058042576	20220803	202208	2022	2022.5836	NGA	NIGERIA	NGA								CHR	CHRISTIAN				CHR					1	042	042	04	1	1.9	2	1	2	-0.98441345365053	5	Ogun State, Ogun, Nigeria	NI	NI16	22963	7	3.58333	-2022272	5	Ogun State, Ogun, Nigeria	NI	NI16	22963	7	3.58333	-2022272	5	Ogun State, Ogun, Nigeria	NI	NI16	22963	7	3.58333	-2022272	20220810144500	https://allafrica.com/stories/202208100675.html
1058042577	20220809	202208	2022	2022.6000	RUS	RUSSIAN	RUS								UKR	CRIMEA	UKR								1	173	173	17	4	-5.0	6	1	6	-5.53977272727272	4	Novofedorovka, Moskovskaya Oblast', Russia	RS	RS47	25075	55.3932	36.7645	-2969100	4	Crimea, Krym, Avtonomna Respublika, Ukraine	UP	UP11	28553	45	34	-1043950	4	Novofedorovka, Moskovskaya Oblast', Russia	RS	RS47	25075	55.3932	36.7645	-2969100	20220810144500	https://crooksandliars.com/2022/08/russian-tourists-flee-crimea-panic-after
1058042578	20220809	202208	2022	2022.6000	RUS	RUSSIAN	RUS								UKR	CRIMEA	UKR								1	173	173	17	4	-5.0	1	1	1	-5.53977272727272	4	Novofedorovka, Moskovskaya Oblast', Russia	RS	RS47	25075	55.3932	36.7645	-2969100	4	Crimea, Krym, Avtonomna Respublika, Ukraine	UP	UP11	28553	45	34	-1043950	4	Novofedorivka, Krym, Avtonomna Respublika, Ukraine	UP	UP11	28553	45.0947	33.5721	10518538	20220810144500	https://crooksandliars.com/2022/08/russian-tourists-flee-crimea-panic-after
1058042579	20220809	202208	2022	2022.6000	RUS	RUSSIAN	RUS								UKR	CRIMEA	UKR								1	173	173	17	4	-5.0	1	1	1	-5.53977272727272	4	Novofedorovka, Moskovskaya Oblast', Russia	RS	RS47	25075	55.3932	36.7645	-2969100	4	Novofedorivka, Krym, Avtonomna Respublika, Ukraine	UP	UP11	28553	45.0947	33.5721	10518538	4	Novofedorovka, Moskovskaya Oblast', Russia	RS	RS47	25075	55.3932	36.7645	-2969100	20220810144500	https://crooksandliars.com/2022/08/russian-tourists-flee-crimea-panic-after
1058042580	20220809	202208	2022	2022.6000	USA	MASSACHUSETTS	USA								LAB	EMPLOYEE						LAB			1	051	051	05	1	3.4	10	1	10	4.68319559228651	0								0								0								20220810144500	http://eastietimes.com/2022/08/10/rauseo-memorial-scholarship/
1058042581	20220810	202208	2022	2022.6027											AFR	AFRICA	AFR								0	071	071	07	2	7.4	1	1	1	-7.18685831622176	0								4	Marikana, North-West, South Africa	SF	SF10	77346	-25.5833	27.5667	-1257430	4	Marikana, North-West, South Africa	SF	SF10	77346	-25.5833	27.5667	-1257430	20220810144500	https://www.news24.com/citypress/news/solicitor-general-promises-to-resolve-marikana-claims-before-end-of-the-month-20220810
1058042582	20220810	202208	2022	2022.6027											AFR	AFRICA	AFR								0	120	120	12	3	-4.0	5	1	5	0.91428571428571	0								4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20220810144500	https://www.news24.com/news24/health/women-in-health-i-dont-like-seeing-anybody-treated-unfairly-hiv-clinicians-society-ceo-20220810
1058042583	20220810	202208	2022	2022.6027											AFR	AFRICA	AFR								0	140	140	14	3	-6.5	4	1	4	-6.26057529610829	0								4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20220810144500	https://www.iol.co.za/dailynews/news/kwazulu-natal/sahrc-to-conduct-oversight-visit-in-kzn-focused-on-impact-of-floods-disaster-on-the-right-to-adequate-housing-ce58822f-4ed6-4daa-89f6-d36e8410ca89
1058042584	20220810	202208	2022	2022.6027											AUS	AUSTRALIA	AUS								0	061	061	06	2	6.4	5	1	5	-1.24031007751938	0								4	Braemar, New South Wales, Australia	AS	AS02	5111	-34.4333	150.483	-1561376	4	Braemar, New South Wales, Australia	AS	AS02	5111	-34.4333	150.483	-1561376	20220810144500	https://www.dw.com/en/eu-ban-on-russian-coal-imports-comes-into-force/a-62765311
1058042585	20220810	202208	2022	2022.6027											AUSHLH	PERTH	AUS					HLH			1	112	112	11	3	-2.0	6	1	6	-12.043795620438	0								1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20220810144500	https://www.9news.com.au/national/prominent-perth-doctor-accused-of-assaulting-wife/ce878a44-3de8-4be8-96ac-6942ef822e96
1058042586	20220810	202208	2022	2022.6027											BUS	BUSINESS						BUS			1	014	014	01	1	0.0	6	1	6	1.79282868525896	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20220810144500	https://www.sfchronicle.com/food/article/vegan-fast-food-sf-17363113.php
1058042587	20220810	202208	2022	2022.6027											BUS	COMPANY						BUS			1	030	030	03	1	4.0	6	1	6	2.72727272727273	0								4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20220810144500	https://www.aerospace-technology.com/news/bombardier-spa-lufthansa-technik-execujet/
1058042588	20220810	202208	2022	2022.6027											BUS	BUSINESS						BUS			1	036	036	03	1	4.0	5	1	5	4.06976744186046	0								4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	20220810144500	https://whattheythink.com/news/111736-lets-get-phygital-essentra-packaging-host-workshop-connect-pharma-event/
1058042589	20220810	202208	2022	2022.6027											BUS	EMPLOYER						BUS			1	042	042	04	1	1.9	2	1	2	2.93255131964809	0								4	Howth, County Fingal, Ireland	EI	EI35	18288	53.3878	-6.06528	-1503408	4	Howth, County Fingal, Ireland	EI	EI35	18288	53.3878	-6.06528	-1503408	20220810144500	https://afloat.ie/sail/sailing-clubs/howth-yacht-club/item/55740-eve-mcmahon-set-to-join-celebration-of-howth-yacht-club-s-winning-youth-sailors-this-friday
1058042590	20220810	202208	2022	2022.6027											BUS	COMPANIES						BUS			1	061	061	06	2	6.4	10	1	10	-9.80861244019137	0								1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20220810144500	https://www.hometownregister.com/lifestyles/health/health-highlights-aug-10-2022/article_a30b8bf4-6499-57ab-9ce4-715f17dba266.html
1058042591	20220810	202208	2022	2022.6027											BUS	BANK						BUS			0	112	112	11	3	-2.0	6	1	6	-8.35322195704057	0								4	Gezawa, Kano, Nigeria	NI	NI29	22846	12.1043	8.74988	10431758	4	Gezawa, Kano, Nigeria	NI	NI29	22846	12.1043	8.74988	10431758	20220810144500	https://tribuneonlineng.com/alleged-n109-5bn-fraud-court-adjourns-trial-of-ex-agf-idris-others-till-october-4/
1058042592	20220810	202208	2022	2022.6027											CAN	CANADIAN	CAN								1	190	190	19	4	-10.0	10	1	10	-7.10900473933649	0								0								0								20220810144500	https://www.foxnews.com/world/rock-guitarist-found-dead-allegedly-killed-his-own-son
1058042593	20220810	202208	2022	2022.6027											CAN	ONTARIO	CAN								1	190	190	19	4	-10.0	6	1	6	-5.98802395209581	0								1	Canada	CA	CA		60	-96	CA	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220810144500	https://dailycaller.com/2022/08/10/gord-lewis-found-dead-son-charged-with-murder/
1058042594	20220810	202208	2022	2022.6027											COP	PRISON						COP			1	042	042	04	1	1.9	8	1	8	-7.08446866485014	0								5	Lorestan, Lorestan, Iran	IR	IR23	41001	33.5	48.5	-3073213	5	Lorestan, Lorestan, Iran	IR	IR23	41001	33.5	48.5	-3073213	20220810144500	https://www.rferl.org/a/iran-rashno-hijan-forced-confession/31982207.html
1058042595	20220810	202208	2022	2022.6027											COP	POLICE						COP			1	110	110	11	3	-2.0	3	1	3	-7.51964085297419	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	3	Brookville, Indiana, United States	US	USIN	IN047	39.4231	-85.0127	431586	20220810144500	https://www.unionleader.com/news/crime/two-indiana-officers-suspended-after-arresting-man-thought-to-be-anti-police/article_02b99f06-c578-5b58-871c-e8b574538bbf.html
1058042596	20220810	202208	2022	2022.6027											COP	DETECTIVE						COP			1	192	192	19	4	-9.5	10	1	10	2.34375	0								1	Chad	CD	CD		15	19	CD	1	Chad	CD	CD		15	19	CD	20220810144500	https://www.wcsmradio.com/index.php/news/68097/15/Mercer-County-Sheriff-s-Office-announces-promotion-of-Chad-Fortkamp
1058042597	20220810	202208	2022	2022.6027											COPCOP	DEPUTY						COP	COP		0	036	036	03	1	4.0	6	1	6	1.76211453744494	0								1	Jersey	JE	JE		49.216667	-2.116667	JE	1	Jersey	JE	JE		49.216667	-2.116667	JE	20220810144500	https://www.itv.com/news/channel/2022-08-10/rehabilitation-services-return-to-samars-ward
1058042598	20220810	202208	2022	2022.6027											CRM	GANG						CRM			1	186	186	18	4	-10.0	10	1	10	-5.94936708860759	0								4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20220810144500	https://www.news24.com/news24/southafrica/news/mihalik-murder-accuseds-lawyer-points-out-procedural-errors-by-anti-gang-unit-cop-charl-kinnear-20220810
1058042599	20220810	202208	2022	2022.6027											CVL	RESIDENTS						CVL			0	010	010	01	1	0.0	4	1	4	-2.27716330513989	0								3	Addison County, Vermont, United States	US	USVT		44.0501	-73.1162	1461757	3	Addison County, Vermont, United States	US	USVT		44.0501	-73.1162	1461757	20220810144500	https://www.sevendaysvt.com/vermont/monkton-is-the-latest-town-to-explore-more-humane-ways-to-manage-flooding-problems/Content?oid=36211894
1058042600	20220810	202208	2022	2022.6027											CVL	RESIDENTS						CVL			0	010	010	01	1	0.0	6	1	6	-2.27716330513989	0								3	Cedar Lake, New York, United States	US	USNY		42.9581	-75.1793	946121	3	Cedar Lake, New York, United States	US	USNY		42.9581	-75.1793	946121	20220810144500	https://www.sevendaysvt.com/vermont/monkton-is-the-latest-town-to-explore-more-humane-ways-to-manage-flooding-problems/Content?oid=36211894
1058042601	20220810	202208	2022	2022.6027											CVL	COMMUNITY						CVL			1	036	036	03	1	4.0	10	1	10	-0.44395116537181	0								3	Benton Harbor, Michigan, United States	US	USMI		42.1167	-86.4542	621144	3	Benton Harbor, Michigan, United States	US	USMI		42.1167	-86.4542	621144	20220810144500	https://www.wirx.com/2022/08/10/i-run-a-tight-shipwreck-on-the-river-tavern-opens-under-new-experienced-management/
1058042602	20220810	202208	2022	2022.6027											CVL	COMMUNITY						CVL			0	042	042	04	1	1.9	10	1	10	-2.94715447154472	0								3	Middlesex, Vermont, United States	US	USVT	VT023	44.2928	-72.6793	1458438	3	Middlesex, Vermont, United States	US	USVT	VT023	44.2928	-72.6793	1458438	20220810144500	https://www.sevendaysvt.com/vermont/letters-to-the-editor-8-10-22/Content?oid=36210848
1058042603	20220810	202208	2022	2022.6027											CVL	COMMUNITY						CVL			1	043	043	04	1	2.8	10	1	10	-0.44395116537181	0								3	Benton Harbor, Michigan, United States	US	USMI		42.1167	-86.4542	621144	3	Benton Harbor, Michigan, United States	US	USMI		42.1167	-86.4542	621144	20220810144500	https://www.wirx.com/2022/08/10/i-run-a-tight-shipwreck-on-the-river-tavern-opens-under-new-experienced-management/
1058042604	20220810	202208	2022	2022.6027											CVL	RESIDENTS						CVL			0	051	051	05	1	3.4	5	1	5	-0.88167053364269	0								3	Spring Gulch, Wyoming, United States	US	USWY		42.0877	-110.659	1594910	3	Spring Gulch, Wyoming, United States	US	USWY		42.0877	-110.659	1594910	20220810144500	https://www.jhnewsandguide.com/opinion/letters/letters-to-the-editor-aug-10/article_5cf99e6d-e1e2-5ef5-990a-b0333c02b532.html
1058042605	20220810	202208	2022	2022.6027											CVL	POPULATION						CVL			0	100	100	10	3	-5.0	6	1	6	-3.88086642599278	0								1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	20220810144500	https://www.sfchronicle.com/health/article/monkeypox-spread-transmission-info-outbreak-17363219.php
1058042606	20220810	202208	2022	2022.6027											CVL	RESIDENTS						CVL			0	180	180	18	4	-9.0	6	1	6	-2.27716330513989	0								4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20220810144500	https://www.sevendaysvt.com/vermont/monkton-is-the-latest-town-to-explore-more-humane-ways-to-manage-flooding-problems/Content?oid=36211894
1058042607	20220810	202208	2022	2022.6027											CVL	RESIDENTS						CVL			0	180	180	18	4	-9.0	4	1	4	-2.27716330513989	0								3	Addison County, Vermont, United States	US	USVT		44.0501	-73.1162	1461757	3	Addison County, Vermont, United States	US	USVT		44.0501	-73.1162	1461757	20220810144500	https://www.sevendaysvt.com/vermont/monkton-is-the-latest-town-to-explore-more-humane-ways-to-manage-flooding-problems/Content?oid=36211894
1058042608	20220810	202208	2022	2022.6027											CVL	RESIDENTS						CVL			0	190	190	19	4	-10.0	4	1	4	-2.27716330513989	0								3	Addison County, Vermont, United States	US	USVT		44.0501	-73.1162	1461757	3	Addison County, Vermont, United States	US	USVT		44.0501	-73.1162	1461757	20220810144500	https://www.sevendaysvt.com/vermont/monkton-is-the-latest-town-to-explore-more-humane-ways-to-manage-flooding-problems/Content?oid=36211894
1058042609	20220810	202208	2022	2022.6027											CVL	RESIDENTS						CVL			0	190	190	19	4	-10.0	6	1	6	-2.27716330513989	0								3	Cedar Lake, New York, United States	US	USNY		42.9581	-75.1793	946121	3	Cedar Lake, New York, United States	US	USNY		42.9581	-75.1793	946121	20220810144500	https://www.sevendaysvt.com/vermont/monkton-is-the-latest-town-to-explore-more-humane-ways-to-manage-flooding-problems/Content?oid=36211894
1058042610	20220810	202208	2022	2022.6027											DEU	GERMANY	DEU								1	042	042	04	1	1.9	10	1	10	3.77049180327869	0								1	Bahamas, The	BF	BF		24	-76	BF	1	Bahamas, The	BF	BF		24	-76	BF	20220810144500	https://www.greenocktelegraph.co.uk/news/20607435.kilmacolm-couple-lived-29-homes-celebrate-60-years-together/
1058042611	20220810	202208	2022	2022.6027											DEU	GERMANY	DEU								1	057	057	05	1	8.0	2	1	2	2.72727272727273	0								4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20220810144500	https://www.aerospace-technology.com/news/bombardier-spa-lufthansa-technik-execujet/
1058042612	20220810	202208	2022	2022.6027											DEU	GERMAN	DEU								1	112	112	11	3	-2.0	2	1	2	-16.6666666666667	0								1	Germany	GM	GM		51.5	10.5	GM	1	Brazil	BR	BR		-10	-55	BR	20220810144500	https://freerepublic.com/focus/f-news/4084551/posts
1058042613	20220810	202208	2022	2022.6027											DEUBUS	GERMANY	DEU					BUS			1	030	030	03	1	4.0	2	1	2	2.72727272727273	0								4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20220810144500	https://www.aerospace-technology.com/news/bombardier-spa-lufthansa-technik-execujet/
1058042614	20220810	202208	2022	2022.6027											EDU	STUDENT						EDU			1	020	020	02	1	3.0	5	1	5	0	0								3	Las Vegas, Nevada, United States	US	USNV		36.175	-115.137	847388	3	Las Vegas, Nevada, United States	US	USNV		36.175	-115.137	847388	20220810144500	https://www.foxnews.com/media/college-freshman-orientation-materials-emphasize-dei-free-speech-report-reveals
1058042615	20220810	202208	2022	2022.6027											EDU	STUDENT						EDU			1	020	020	02	1	3.0	5	1	5	0	0								2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20220810144500	https://www.foxnews.com/media/college-freshman-orientation-materials-emphasize-dei-free-speech-report-reveals
1058042616	20220810	202208	2022	2022.6027											EDU	STUDENT						EDU			1	033	033	03	1	5.2	10	1	10	4.22077922077922	0								3	Palmetto, South Carolina, United States	US	USSC	SC031	34.2521	-79.8273	1227957	3	Palmetto, South Carolina, United States	US	USSC	SC031	34.2521	-79.8273	1227957	20220810144500	https://www.scetv.org/stories/2022/partnership-aiken-technical-college-trains-veterans-using-scetv-towers
1058042617	20220810	202208	2022	2022.6027											EDU	SCHOOL						EDU			0	040	040	04	1	1.0	5	1	5	0.44483985765125	0								2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20220810144500	https://www.nashvillescene.com/news/citylimits/harpeth-hall-confronts-gender-diversity/article_a05b20c4-17fa-11ed-afa4-2704a476985d.html
1058042618	20220810	202208	2022	2022.6027											EDU	UNIVERSITY						EDU			1	042	042	04	1	1.9	8	2	8	8.67992766726944	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220810144500	https://news.webindia123.com/news/Articles/Business/20220810/3971931.html
1058042619	20220810	202208	2022	2022.6027											EDU	SCHOOL						EDU			1	042	042	04	1	1.9	10	1	10	-1.15214816410036	0								4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	20220810144500	https://news.yahoo.com/law-enforcement-club-returns-ponte-130234142.html
1058042620	20220810	202208	2022	2022.6027											EDU	SCHOOL						EDU			1	042	042	04	1	1.9	6	1	6	3.23624595469256	0								3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	20220810144500	https://www.pinkvilla.com/entertainment/hollywood/vintage-point-18-year-old-jennifer-anistons-yearbook-photo-proves-friends-star-has-always-been-stunner
1058042621	20220810	202208	2022	2022.6027											EDU	SCHOOL						EDU			1	042	042	04	1	1.9	10	1	10	0	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20220810144500	https://www.goshennews.com/news/national_news/election-2022-wisconsin-governor/image_027db620-904d-53d0-94f9-7aa20ac5eb21.html
1058042622	20220810	202208	2022	2022.6027											ELI	ACTOR						ELI			1	111	111	11	3	-2.0	2	1	2	2.71966527196653	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20220810144500	https://www.pinknews.co.uk/2022/08/10/sean-bean-initimacy-coordinator/
1058042623	20220810	202208	2022	2022.6027											ESP	SPAIN	ESP								1	042	042	04	1	1.9	3	1	3	-0.22172949002217	0								1	Spain	SP	SP		40	-4	SP	1	Ireland	EI	EI		53	-8	EI	20220810144500	https://www.mirror.co.uk/travel/news/ryanair-passengers-face-55-fee-27707833
