1058105054	20220711	202207	2022	2022.5233	USA	UNITED STATES	USA																		1	042	042	04	1	1.9	2	1	2	-0.43668122270742	2	California, United States	US	USCA		36.17	-119.746	CA	0								4	Brize Norton, Oxfordshire, United Kingdom	UK	UKK2	40127	51.7667	-1.56667	-2590939	20220810231500	https://www.theguardian.com/culture/2022/aug/10/jerry-hall-asks-judges-to-cancel-divorce-petition-against-rupert-murdoch-reports
1058105055	20220803	202208	2022	2022.5836	CHN	CHINESE	CHN								TWN	TAIWAN	TWN								1	042	042	04	1	1.9	4	1	4	1.86046511627907	4	Chengchi, Jiangsu, China	CH	CH04	13156	33.2833	118.017	-1938768	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20220810231500	https://gazette.com/news/us-world/china-announces-end-to-military-drills-around-taiwan/article_bc69f14b-4dd1-5480-b72f-f68ed47217c2.html
1058105056	20220803	202208	2022	2022.5836	CHNMIL	CHINESE	CHN					MIL			TWN	TAIWAN	TWN								1	042	042	04	1	1.9	6	1	6	1.86046511627907	4	Chengchi, Jiangsu, China	CH	CH04	13156	33.2833	118.017	-1938768	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20220810231500	https://gazette.com/news/us-world/china-announces-end-to-military-drills-around-taiwan/article_bc69f14b-4dd1-5480-b72f-f68ed47217c2.html
1058105057	20220803	202208	2022	2022.5836	FRA	FRANCE	FRA								USA	DENVER	USA								0	010	010	01	1	0.0	2	1	2	-1.42180094786729	1	France	FR	FR		46	2	FR	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	20220810231500	https://gazette.com/news/education/colorado-schools-should-take-layered-approach-to-covid-19-prevention-state-says/article_7baf9380-18fa-11ed-89a2-df7f80de95a9.html
1058105058	20220803	202208	2022	2022.5836	FRA	FRANCE	FRA								USA	DENVER	USA								0	010	010	01	1	0.0	2	1	2	-1.42180094786729	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20220810231500	https://gazette.com/news/education/colorado-schools-should-take-layered-approach-to-covid-19-prevention-state-says/article_7baf9380-18fa-11ed-89a2-df7f80de95a9.html
1058105059	20220803	202208	2022	2022.5836	FRA	FRANCE	FRA								USAMED	DENVER	USA					MED			0	010	010	01	1	0.0	6	1	6	-1.42180094786729	1	France	FR	FR		46	2	FR	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	20220810231500	https://gazette.com/news/education/colorado-schools-should-take-layered-approach-to-covid-19-prevention-state-says/article_7baf9380-18fa-11ed-89a2-df7f80de95a9.html
1058105060	20220803	202208	2022	2022.5836	IRQ	BAGHDAD	IRQ								IRQJUD	IRAQI	IRQ					JUD			1	020	020	02	1	3.0	6	1	6	-6.2634989200864	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	20220810231500	https://www.bignewsnetwork.com/news/272650100/iraq-al-sadr-calls-on-judiciary-to-dissolve-parliament-by-next-week
1058105061	20220803	202208	2022	2022.5836	IRQ	BAGHDAD	IRQ								JUD	JUDICIARY						JUD			1	020	020	02	1	3.0	2	1	2	-3.33333333333333	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220810231500	https://www.bignewsnetwork.com/news/272650094/xinhua-middle-east--summary-at-2200-gmt-aug-10
1058105062	20220803	202208	2022	2022.5836	IRQ	IRAQ	IRQ								JUD	JUDICIARY						JUD			1	100	100	10	3	-5.0	10	1	10	-6.2634989200864	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	20220810231500	https://www.bignewsnetwork.com/news/272650100/iraq-al-sadr-calls-on-judiciary-to-dissolve-parliament-by-next-week
1058105063	20220803	202208	2022	2022.5836	IRQ	BAGHDAD	IRQ								LEG	PARLIAMENT						LEG			1	190	190	19	4	-10.0	10	1	10	-6.2634989200864	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	20220810231500	https://www.bignewsnetwork.com/news/272650100/iraq-al-sadr-calls-on-judiciary-to-dissolve-parliament-by-next-week
1058105064	20220803	202208	2022	2022.5836	MIL	MILITARY						MIL			MED	TELEVISION						MED			0	051	051	05	1	3.4	4	1	4	-0.7416563658838	4	Donbass, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220810231500	https://cnsnews.com/index.php/article/international/dimitri-simes/russia-signals-possibility-using-north-korean-labor-help
1058105065	20220803	202208	2022	2022.5836	MIL	MILITARY						MIL			MED	TELEVISION						MED			0	051	051	05	1	3.4	2	1	2	-0.7416563658838	4	Donbass, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220810231500	https://cnsnews.com/index.php/article/international/dimitri-simes/russia-signals-possibility-using-north-korean-labor-help
1058105066	20220803	202208	2022	2022.5836	MIL	MILITARY						MIL			PRK	NORTH KOREA	PRK								0	0332	033	03	1	5.2	3	1	3	-0.7416563658838	4	Donbass, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20220810231500	https://cnsnews.com/index.php/article/international/dimitri-simes/russia-signals-possibility-using-north-korean-labor-help
1058105067	20220803	202208	2022	2022.5836	MIL	MILITARY						MIL			PRK	NORTH KOREA	PRK								0	072	072	07	2	8.3	3	1	3	-0.7416563658838	4	Donbass, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20220810231500	https://cnsnews.com/index.php/article/international/dimitri-simes/russia-signals-possibility-using-north-korean-labor-help
1058105068	20220803	202208	2022	2022.5836	MIL	MILITARY						MIL			RUSMIL	RUSSIAN	RUS					MIL			0	0332	033	03	1	5.2	3	1	3	-0.7416563658838	4	Donbass, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20220810231500	https://cnsnews.com/index.php/article/international/dimitri-simes/russia-signals-possibility-using-north-korean-labor-help
1058105069	20220803	202208	2022	2022.5836	MIL	MILITARY						MIL			RUSMIL	RUSSIAN	RUS					MIL			0	072	072	07	2	8.3	3	1	3	-0.7416563658838	4	Donbass, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20220810231500	https://cnsnews.com/index.php/article/international/dimitri-simes/russia-signals-possibility-using-north-korean-labor-help
1058105070	20220803	202208	2022	2022.5836	RUS	RUSSIA	RUS								MED	TELEVISION						MED			0	013	013	01	1	0.4	1	1	1	-0.7416563658838	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20220810231500	https://cnsnews.com/index.php/article/international/dimitri-simes/russia-signals-possibility-using-north-korean-labor-help
1058105071	20220803	202208	2022	2022.5836	RUS	RUSSIA	RUS								MED	TELEVISION						MED			0	013	013	01	1	0.4	1	1	1	-0.7416563658838	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220810231500	https://cnsnews.com/index.php/article/international/dimitri-simes/russia-signals-possibility-using-north-korean-labor-help
1058105072	20220803	202208	2022	2022.5836	RUS	RUSSIAN	RUS								UKR	UKRAINE	UKR								0	086	086	08	2	9.0	2	1	2	-0.7416563658838	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Donbass, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220810231500	https://cnsnews.com/index.php/article/international/dimitri-simes/russia-signals-possibility-using-north-korean-labor-help
1058105073	20220803	202208	2022	2022.5836	RUS	RUSSIAN	RUS								UKR	UKRAINE	UKR								0	086	086	08	2	9.0	2	1	2	-0.7416563658838	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Donbass, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20220810231500	https://cnsnews.com/index.php/article/international/dimitri-simes/russia-signals-possibility-using-north-korean-labor-help
1058105074	20220803	202208	2022	2022.5836	RUS	RUSSIA	RUS								UKR	UKRAINE	UKR								0	112	112	11	3	-2.0	1	1	1	-6.42857142857143	4	Crimea, Krym, Avtonomna Respublika, Ukraine	UP	UP11	28553	45	34	-1043950	4	Crimea, Krym, Avtonomna Respublika, Ukraine	UP	UP11	28553	45	34	-1043950	4	Crimea, Krym, Avtonomna Respublika, Ukraine	UP	UP11	28553	45	34	-1043950	20220810231500	https://www.bbc.com/news/world-europe-62500560
1058105075	20220803	202208	2022	2022.5836	RUS	RUSSIA	RUS								UKR	UKRAINE	UKR								0	112	112	11	3	-2.0	3	1	3	-6.42857142857143	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kherson, Khersons'ka Oblast', Ukraine	UP	UP08	28557	46.6558	32.6178	-1041356	4	Kherson, Khersons'ka Oblast', Ukraine	UP	UP08	28557	46.6558	32.6178	-1041356	20220810231500	https://www.bbc.com/news/world-europe-62500560
1058105076	20220803	202208	2022	2022.5836	RUS	RUSSIA	RUS								UKR	UKRAINE	UKR								0	112	112	11	3	-2.0	1	1	1	-6.42857142857143	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kherson, Khersons'ka Oblast', Ukraine	UP	UP08	28557	46.6558	32.6178	-1041356	20220810231500	https://www.bbc.com/news/world-europe-62500560
1058105077	20220803	202208	2022	2022.5836	RUSGOV	RUSSIAN	RUS					GOV			MED	TELEVISION						MED			0	010	010	01	1	0.0	6	1	6	-0.7416563658838	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220810231500	https://cnsnews.com/index.php/article/international/dimitri-simes/russia-signals-possibility-using-north-korean-labor-help
1058105078	20220803	202208	2022	2022.5836	RUSGOV	RUSSIA	RUS					GOV			MED	TELEVISION						MED			0	013	013	01	1	0.4	1	1	1	-0.7416563658838	4	Donbass, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Donbass, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	20220810231500	https://cnsnews.com/index.php/article/international/dimitri-simes/russia-signals-possibility-using-north-korean-labor-help
1058105079	20220803	202208	2022	2022.5836	RUSMIL	RUSSIAN	RUS					MIL			MIL	MILITARY						MIL			0	086	086	08	2	9.0	3	1	3	-0.7416563658838	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Donbass, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20220810231500	https://cnsnews.com/index.php/article/international/dimitri-simes/russia-signals-possibility-using-north-korean-labor-help
1058105080	20220803	202208	2022	2022.5836	UKR	UKRAINE	UKR								MED	TELEVISION						MED			0	051	051	05	1	3.4	2	1	2	-0.7416563658838	4	Donbass, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220810231500	https://cnsnews.com/index.php/article/international/dimitri-simes/russia-signals-possibility-using-north-korean-labor-help
1058105081	20220803	202208	2022	2022.5836	UKR	UKRAINE	UKR								MED	TELEVISION						MED			0	051	051	05	1	3.4	2	1	2	-0.7416563658838	4	Donbass, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Donbass, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	20220810231500	https://cnsnews.com/index.php/article/international/dimitri-simes/russia-signals-possibility-using-north-korean-labor-help
1058105082	20220803	202208	2022	2022.5836	UKR	UKRAINE	UKR								RUS	RUSSIAN	RUS								0	0332	033	03	1	5.2	2	1	2	-0.7416563658838	4	Donbass, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220810231500	https://cnsnews.com/index.php/article/international/dimitri-simes/russia-signals-possibility-using-north-korean-labor-help
1058105083	20220803	202208	2022	2022.5836	UKR	UKRAINE	UKR								RUS	RUSSIAN	RUS								0	0332	033	03	1	5.2	2	1	2	-0.7416563658838	4	Donbass, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20220810231500	https://cnsnews.com/index.php/article/international/dimitri-simes/russia-signals-possibility-using-north-korean-labor-help
1058105084	20220803	202208	2022	2022.5836	UKR	UKRAINE	UKR								RUS	RUSSIAN	RUS								0	072	072	07	2	8.3	2	1	2	-0.7416563658838	4	Donbass, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220810231500	https://cnsnews.com/index.php/article/international/dimitri-simes/russia-signals-possibility-using-north-korean-labor-help
1058105085	20220803	202208	2022	2022.5836	UKR	UKRAINE	UKR								RUS	RUSSIAN	RUS								0	072	072	07	2	8.3	2	1	2	-0.7416563658838	4	Donbass, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20220810231500	https://cnsnews.com/index.php/article/international/dimitri-simes/russia-signals-possibility-using-north-korean-labor-help
1058105086	20220803	202208	2022	2022.5836	UKR	KYIV	UKR								RUS	MOSCOW	RUS								1	193	193	19	4	-10.0	1	1	1	-5.59757942511346	1	United Kingdom	UK	UK		54	-4	UK	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	United Kingdom	UK	UK		54	-4	UK	20220810231500	https://www.bbc.com/news/world-europe-62496905
1058105087	20220803	202208	2022	2022.5836	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	3	1	3	-1.26582278481012	3	Cripple Creek, Colorado, United States	US	USCO	CO119	38.7467	-105.178	204769	0								3	Cripple Creek, Colorado, United States	US	USCO		38.7467	-105.178	204769	20220810231500	https://gazette.com/news/cripple-creek-voters-to-decide-on-marijuana-sales-in-november/article_443540c6-18e1-11ed-8a29-572470cc16d2.html
1058105088	20220809	202208	2022	2022.6000	USA	WISCONSIN	USA								HLH	HEALTH FACILITY						HLH			1	060	060	06	2	6.0	3	1	3	-1.91387559808612	3	Waukesha County, Wisconsin, United States	US	USWI	WI133	43.0333	-88.3001	1581126	3	Waukesha County, Wisconsin, United States	US	USWI		43.0333	-88.3001	1581126	3	Waukesha County, Wisconsin, United States	US	USWI		43.0333	-88.3001	1581126	20220810231500	https://fm106.iheart.com/content/2022-08-10-wisconsin-woman-convicted-for-slenderman-attack-drops-request-for-release/
1058105089	20220809	202208	2022	2022.6000	USA	WISCONSIN	USA								HLH	HEALTH FACILITY						HLH			1	084	084	08	2	7.0	2	1	2	-1.91387559808612	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	3	Waukesha County, Wisconsin, United States	US	USWI		43.0333	-88.3001	1581126	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20220810231500	https://fm106.iheart.com/content/2022-08-10-wisconsin-woman-convicted-for-slenderman-attack-drops-request-for-release/
1058105090	20220809	202208	2022	2022.6000	USA	UNITED STATES	USA								HLH	HEALTH FACILITY						HLH			1	084	084	08	2	7.0	1	1	1	-1.91387559808612	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20220810231500	https://fm106.iheart.com/content/2022-08-10-wisconsin-woman-convicted-for-slenderman-attack-drops-request-for-release/
1058105091	20220810	202208	2022	2022.6027											AFG	AFGHAN	AFG								0	051	051	05	1	3.4	11	1	10	1.78217821782178	0								4	Nowroz, Badakhshan, Afghanistan	AF	AF01	99998	37.546	70.4185	9089244	4	Nowroz, Badakhshan, Afghanistan	AF	AF01	99998	37.546	70.4185	9089244	20220810231500	https://www.reformer.com/arts_and_culture/in-honor-of-art-members-of-afghan-led-collective-make-mark-in-brattleboro/article_2d4955b2-18e3-11ed-86eb-e31be01a7540.html
1058105092	20220810	202208	2022	2022.6027											AFR	AFRICA	AFR								1	040	040	04	1	1.0	10	1	10	4.04699738903394	0								1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	20220810231500	https://www.maravipost.com/african-development-bank-and-partners-discuss-africas-potential-to-leverage-green-minerals-for-the-energy-transition/
1058105093	20220810	202208	2022	2022.6027											BUS	BUSINESS						BUS			1	060	060	06	2	6.0	5	1	5	4.2654028436019	0								3	Glenwood, Indiana, United States	US	USIN	IN139	39.6259	-85.3002	435123	3	Glenwood, Indiana, United States	US	USIN	IN139	39.6259	-85.3002	435123	20220810231500	https://103gbfrocks.com/longtime-evansville-indiana-restaurant-celebrating-70-years-this-month/
1058105094	20220810	202208	2022	2022.6027											BUS	MANUFACTURER						BUS			1	1056	105	10	3	-5.0	2	1	2	-5.58659217877095	0								3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20220810231500	https://www.nbcphiladelphia.com/news/health/what-the-lyme-disease-vaccine-could-mean-for-people-living-with-long-term-symptoms/3331741/
1058105095	20220810	202208	2022	2022.6027											COP	POLICE						COP			1	043	043	04	1	2.8	2	1	2	-10.2857142857143	0								4	Sudbury, Ontario, Canada	CA	CA08	12683	46.5	-80.9667	-574311	4	Sudbury, Ontario, Canada	CA	CA08	12683	46.5	-80.9667	-574311	20220810231500	https://www.saultthisweek.com:443/news/local-news/toronto-man-involved-in-highway-69-crash-was-driving-stolen-vehicle-fled-scene-opp
1058105096	20220810	202208	2022	2022.6027											COP	POLICE						COP			0	051	051	05	1	3.4	10	1	10	-3.21750321750322	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20220810231500	https://www.sfgate.com/news/article/Primary-buoys-GOP-hopes-in-Minnesota-attorney-17365542.php
1058105097	20220810	202208	2022	2022.6027											COP	DEPUTY						COP			1	112	112	11	3	-2.0	4	1	4	-5.0071530758226	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20220810231500	https://www.washingtonpost.com/dc-md-va/2022/08/10/marshal-romance-scam-money/
1058105098	20220810	202208	2022	2022.6027											COP	POLICE						COP			1	190	190	19	4	-10.0	10	1	10	-11.3475177304965	0								4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20220810231500	https://www.stardem.com/news/local_news/seaford-man-faces-attempted-murder-robbery-charges/article_3b8b81bc-7a13-539b-90b2-6b69b4b4ab71.html
1058105099	20220810	202208	2022	2022.6027											CRM	GANG						CRM			1	112	112	11	3	-2.0	2	1	1	-9.92125984251966	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	3	Fulton County, Georgia, United States	US	USGA		33.7668	-84.4499	1694833	20220810231500	http://www.msn.com/en-us/news/crime/atlanta-rapper-young-thug-faces-new-charges-in-rico-case/ar-AA10wS0w
