1058078355	20220711	202207	2022	2022.5233	CRM	GANG						CRM													1	010	010	01	1	0.0	8	1	8	-1.5527950310559	1	Japan	JA	JA		36	138	JA	0								1	Japan	JA	JA		36	138	JA	20220810191500	https://www.theregister.com/2022/08/10/maui_ransomware_andariel/
1058078356	20220711	202207	2022	2022.5233	CRM	GANG						CRM			PRK	NORTH KOREA	PRK								1	130	130	13	3	-4.4	2	1	2	-1.5527950310559	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20220810191500	https://www.theregister.com/2022/08/10/maui_ransomware_andariel/
1058078357	20220711	202207	2022	2022.5233	USA	THE US	USA								CRM	GANG						CRM			1	010	010	01	1	0.0	2	1	2	-1.5527950310559	1	United States	US	US		39.828175	-98.5795	US	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20220810191500	https://www.theregister.com/2022/08/10/maui_ransomware_andariel/
1058078358	20220803	202208	2022	2022.5836	IND	KOLKATA	IND																		1	0214	021	02	1	3.4	4	1	4	-2.85714285714286	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	0								4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	20220810191500	https://www.indiatoday.in/india/story/cbi-first-arrest-bengal-education-scam-former-ssc-officials-1986376-2022-08-10
1058078359	20220803	202208	2022	2022.5836	IRQREL	IRAQI	IRQ								JUD	JUDICIARY						JUD			1	020	020	02	1	3.0	6	1	6	-4.43548387096774	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20220810191500	https://www.i24news.tv/en/news/middle-east/iran-eastern-states/1660143184-iraq-sadr-calls-on-parliament-to-dissolve-by-end-of-next-week
1058078360	20220809	202208	2022	2022.6000	CVL	RESIDENTS						CVL			GOV	FIRE SERVICE						GOV			1	130	130	13	3	-4.4	10	1	10	-2.52100840336135	0								0								0								20220810191500	https://www.echo-news.co.uk/news/20618990.essex-crews-warn-bonfires-fire-near-m11/
1058078361	20220809	202208	2022	2022.6000	IRN	IRAN	IRN								USAGOV	US OFFICIAL	USA					GOV			1	190	190	19	4	-10.0	4	1	4	-3.84615384615384	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220810191500	https://www.9news.com.au/world/john-bolton-murder-plot-iranian-operative-charged-in-plot-to-murder-former-us-national-security-adviser/d56874d7-826d-4164-a2fa-c71eb0ca035e
1058078362	20220809	202208	2022	2022.6000	KEN	KENYA	KEN																		1	060	060	06	2	6.0	8	1	8	-6.70391061452514	4	Kimilili, Western, Kenya	KE	KE09	18585	0.782966	34.7193	-2250864	0								4	Kimilili, Western, Kenya	KE	KE09	18585	0.782966	34.7193	-2250864	20220810191500	https://www.standardmedia.co.ke/national/article/2001452911/haji-orders-arrest-of-kimilili-mp-didmus-barasa
1058078363	20220809	202208	2022	2022.6000	KEN	KENYA	KEN								GOV	AUTHORITIES						GOV			1	080	080	08	2	5.0	8	1	8	-6.70391061452514	4	Kimilili, Western, Kenya	KE	KE09	18585	0.782966	34.7193	-2250864	4	Kimilili, Western, Kenya	KE	KE09	18585	0.782966	34.7193	-2250864	4	Kimilili, Western, Kenya	KE	KE09	18585	0.782966	34.7193	-2250864	20220810191500	https://www.standardmedia.co.ke/national/article/2001452911/haji-orders-arrest-of-kimilili-mp-didmus-barasa
1058078364	20220809	202208	2022	2022.6000	USAGOV	US OFFICIAL	USA					GOV			IRN	IRAN	IRN								1	190	190	19	4	-10.0	6	1	6	-3.84615384615384	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220810191500	https://www.9news.com.au/world/john-bolton-murder-plot-iranian-operative-charged-in-plot-to-murder-former-us-national-security-adviser/d56874d7-826d-4164-a2fa-c71eb0ca035e
1058078365	20220810	202208	2022	2022.6027											AFG	AFGHANISTAN	AFG								0	173	173	17	4	-5.0	1	1	1	-9.7097097097097	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	1	Afghanistan	AF	AF		33	66	AF	20220810191500	https://www.usatoday.com/story/news/nation/2022/08/10/albuquerque-muslim-killings-suspect-charged/10284764002/
1058078366	20220810	202208	2022	2022.6027											AUS	AUSTRALIA	AUS								1	036	036	03	1	4.0	10	1	10	-0.997506234413959	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20220810191500	https://popculture.com/celebrity/news/olivia-newton-john-funeral-arrangements-native-australia-revealed/
1058078367	20220810	202208	2022	2022.6027											AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	18	1	10	7.20720720720721	0								4	Port Kembla, New South Wales, Australia	AS	AS02	5113	-34.4667	150.9	-1595881	4	Port Kembla, New South Wales, Australia	AS	AS02	5113	-34.4667	150.9	-1595881	20220810191500	https://www.teslarati.com/tesla-model-y-australia-new-zealand-deliveries/
1058078368	20220810	202208	2022	2022.6027											BEN	COTONOU	BEN								1	040	040	04	1	1.0	10	1	10	1.82648401826484	0								1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20220810191500	https://tribuneonlineng.com/wapp-plans-liquidity-enhancement-fund/
1058078369	20220810	202208	2022	2022.6027											BEN	COTONOU	BEN								1	046	046	04	1	7.0	10	1	10	1.82648401826484	0								1	Benin	BN	BN		9.5	2.25	BN	1	Benin	BN	BN		9.5	2.25	BN	20220810191500	https://tribuneonlineng.com/wapp-plans-liquidity-enhancement-fund/
1058078370	20220810	202208	2022	2022.6027											BUS	PRODUCER						BUS			1	020	020	02	1	3.0	2	1	2	0.982800982800984	0								4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20220810191500	https://www.wrganews.com/2022/08/10/movie-starring-christopher-lloyd-produced-by-chair-of-film-studies-at-ghc/
1058078371	20220810	202208	2022	2022.6027											CHN	CHINA	CHN								1	057	057	05	1	8.0	3	1	3	-1.92752505782575	0								4	Lankan, Anhui, China	CH	CH01	13146	33.9286	117.266	-1913986	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220810191500	https://menafn.com/1104678763/Vicissitudes-Of-India-Sri-Lanka-Strategic-Relations
1058078372	20220810	202208	2022	2022.6027											COP	DEPUTIES						COP			0	042	042	04	1	1.9	3	1	3	-4	0								3	Rayland, Ohio, United States	US	USOH	OH081	40.1826	-80.6912	1049113	3	Rayland, Ohio, United States	US	USOH	OH081	40.1826	-80.6912	1049113	20220810191500	http://www.msn.com/en-us/news/crime/dad-grabs-shotgun-to-break-up-chaotic-party-by-200-teens-on-his-ohio-property-cops-say/ar-AA10wGKg
1058078373	20220810	202208	2022	2022.6027											COP	DEPUTIES						COP			0	042	042	04	1	1.9	2	1	2	-4	0								3	Jefferson County, Ohio, United States	US	USOH		40.3667	-80.7501	1074053	3	Jefferson County, Ohio, United States	US	USOH		40.3667	-80.7501	1074053	20220810191500	http://www.msn.com/en-us/news/crime/dad-grabs-shotgun-to-break-up-chaotic-party-by-200-teens-on-his-ohio-property-cops-say/ar-AA10wGKg
1058078374	20220810	202208	2022	2022.6027											COP	BORDER PATROL						COP			0	042	042	04	1	1.9	6	1	6	-1.79509632224168	0								1	Mexico	MX	MX		23	-102	MX	2	Montana, United States	US	USMT		46.9048	-110.326	MT	20220810191500	https://borderlessmag.org/2022/08/10/reece-jones-nobody-is-protected-border-patrol/
1058078375	20220810	202208	2022	2022.6027											COP	BORDER PATROL						COP			0	051	051	05	1	3.4	6	1	6	-1.79509632224168	0								1	Mexico	MX	MX		23	-102	MX	2	Montana, United States	US	USMT		46.9048	-110.326	MT	20220810191500	https://borderlessmag.org/2022/08/10/reece-jones-nobody-is-protected-border-patrol/
1058078376	20220810	202208	2022	2022.6027											COP	POLICE						COP			0	112	112	11	3	-2.0	3	1	3	-9.7097097097097	0								2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	20220810191500	https://www.usatoday.com/story/news/nation/2022/08/10/albuquerque-muslim-killings-suspect-charged/10284764002/
1058078377	20220810	202208	2022	2022.6027											CVL	RESIDENTS						CVL			1	020	020	02	1	3.0	10	1	10	-0.3875968992248	0								5	Staffordshire, Staffordshire, United Kingdom	UK	UKM9	40131	52.8333	-2	-2608511	5	Staffordshire, Staffordshire, United Kingdom	UK	UKM9	40131	52.8333	-2	-2608511	20220810191500	https://www.stokesentinel.co.uk/news/stoke-on-trent-news/extreme-heat-warning-sees-bin-7447321
1058078378	20220810	202208	2022	2022.6027											CVL	COMMUNITY						CVL			0	042	042	04	1	1.9	5	1	5	0.66162570888468	0								2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20220810191500	https://www.montrosepress.com/news/state/daca-opened-doors-to-education-for-some-but-many-students-still-face-obstacles/article_540084ce-180b-11ed-a715-df7b8dd9a0a4.html
1058078379	20220810	202208	2022	2022.6027											EDU	UNIVERSITY						EDU			1	036	036	03	1	4.0	2	1	2	-1.47420147420147	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220810191500	https://economictimes.indiatimes.com/news/india/nsds-registrar-removed-after-students-protest-tiranga-event/articleshow/93486817.cms
1058078380	20220810	202208	2022	2022.6027											EDU	UNIVERSITY						EDU			1	043	043	04	1	2.8	8	1	8	3.38983050847458	0								3	Clemson University, South Carolina, United States	US	USSC		34.677	-82.8388	1247313	3	Clemson University, South Carolina, United States	US	USSC		34.677	-82.8388	1247313	20220810191500	https://www.washingtontimes.com:443/news/2022/aug/10/south-carolina-leading-the-way-in-an-all-of-the-ab/
1058078381	20220810	202208	2022	2022.6027											EDU	STUDENTS AND TEACHER						EDU			1	190	190	19	4	-10.0	10	1	10	0.96153846153846	0								3	Uvalde, Texas, United States	US	USTX	TX463	29.2097	-99.7862	1370541	3	Uvalde, Texas, United States	US	USTX	TX463	29.2097	-99.7862	1370541	20220810191500	https://www.ktbs.com/news/texas/supplies-delivered-to-uvalde-students-thanks-to-arklatex-viewers/article_2ea23da2-18bb-11ed-a615-9f5126ddfb67.html
1058078382	20220810	202208	2022	2022.6027											ELI	ACTOR						ELI			1	040	040	04	1	1.0	6	1	6	-1.34048257372654	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20220810191500	https://www.popsugar.com/celebrity/mindy-kaling-bj-novak-paternity-rumors-48914097
1058078383	20220810	202208	2022	2022.6027											GBR	UNITED KINGDOM	GBR								1	106	106	10	3	-5.0	4	1	4	2.1137026239067	0								4	Fairlight, East Sussex, United Kingdom	UK	UKE2	40107	50.8833	0.633333	-2595876	4	Fairlight, East Sussex, United Kingdom	UK	UKE2	40107	50.8833	0.633333	-2595876	20220810191500	https://www.popmatters.com/kate-bush-running-up-hill
1058078384	20220810	202208	2022	2022.6027											GBR	UNITED KINGDOM	GBR								1	190	190	19	4	-10.0	4	1	4	-5.31697341513292	0								4	Waterbeach, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2667	0.2	-2610968	4	Waterbeach, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2667	0.2	-2610968	20220810191500	https://www.cambstimes.co.uk/news/crime/louis-thorold-death-trial-jury-out-9203802
1058078385	20220810	202208	2022	2022.6027											GBRJUD	GLASGOW	GBR					JUD			0	042	042	04	1	1.9	6	1	6	-2.47469066366704	0								1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20220810191500	https://www.dailyrecord.co.uk/in-your-area/renfrewshire/man-who-posed-female-modelling-27708521
1058078386	20220810	202208	2022	2022.6027											GGY	CHANNEL ISLAND									1	042	042	04	1	1.9	2	1	2	4.81927710843374	0								3	Channel Islands, California, United States	US	USCA		32.8167	-118.451	252260	3	Channel Islands, California, United States	US	USCA		32.8167	-118.451	252260	20220810191500	https://www.kcet.org/shows/californias-gold-with-huell-howser/episodes/sea-urchins
1058078387	20220810	202208	2022	2022.6027											GOV	MINIST OF FINANCE						GOV			0	0231	023	02	1	3.4	10	1	10	-2.24403927068724	0								1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20220810191500	https://tribuneonlineng.com/dsdp-contract-reps-threaten-to-suspend-pms-importation-by-vitol-sa-others/
1058078388	20220810	202208	2022	2022.6027											GOV	PLANNING COMMISSION						GOV			0	036	036	03	1	4.0	8	1	8	-0.29821073558648	0								2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20220810191500	https://www.polkio.com/news/petition-drive-public-testimony-fails-to-halt-new-higher-density-home-building/article_ab458dc4-18d3-11ed-b81b-cb3ad37e1294.html
1058078389	20220810	202208	2022	2022.6027											GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	3	1	3	-3.57142857142857	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220810191500	https://www.foxnews.com/politics/adams-ramps-pressure-biden-admin-help-nyc-migrant-surge
1058078390	20220810	202208	2022	2022.6027											GOV	PRESIDENT						GOV			0	043	043	04	1	2.8	1	1	1	-9.7097097097097	0								3	Islamic Center, California, United States	US	USCA		37.9766	-121.218	1827678	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20220810191500	https://www.usatoday.com/story/news/nation/2022/08/10/albuquerque-muslim-killings-suspect-charged/10284764002/
1058078391	20220810	202208	2022	2022.6027											GOV	PRESIDENT						GOV			0	043	043	04	1	2.8	3	1	3	-9.7097097097097	0								3	Islamic Center, California, United States	US	USCA		37.9766	-121.218	1827678	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	20220810191500	https://www.usatoday.com/story/news/nation/2022/08/10/albuquerque-muslim-killings-suspect-charged/10284764002/
1058078392	20220810	202208	2022	2022.6027											GOV	PRESIDENT						GOV			0	043	043	04	1	2.8	1	1	1	-9.7097097097097	0								2	California, United States	US	USCA		36.17	-119.746	CA	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20220810191500	https://www.usatoday.com/story/news/nation/2022/08/10/albuquerque-muslim-killings-suspect-charged/10284764002/
1058078393	20220810	202208	2022	2022.6027											HLH	HEALTH PROFESSIONAL						HLH			0	046	046	04	1	7.0	10	1	10	-6.34517766497462	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220810191500	https://crooksandliars.com/2022/08/qanon-host-trump-raid-mar-lago-fbi-rom
1058078394	20220810	202208	2022	2022.6027											HUN	HUNGARY	HUN								1	042	042	04	1	1.9	10	1	10	1.59574468085106	0								4	Kapolcs, VeszpréHU, Hungary	HU	HU23	17519	46.9562	17.6111	-857114	4	Kapolcs, VeszpréHU, Hungary	HU	HU23	17519	46.9562	17.6111	-857114	20220810191500	https://stupiddope.com/2022/08/10/hello-wood-studio-builds-the-rocks-on-high-plains-to-bring-attention-to-rural-hungary/
1058078395	20220810	202208	2022	2022.6027											IND	ASSAM	IND								1	033	033	03	1	5.2	2	1	2	-0.181159420289855	0								4	Guwahati, Assam, India	IN	IN03	17583	26.1833	91.7333	-2096059	4	Guwahati, Assam, India	IN	IN03	17583	26.1833	91.7333	-2096059	20220810191500	https://www.sentinelassam.com/topheadlines/centre-ready-to-help-assam-in-power-sector-says-minister-pralhad-joshi-606835
1058078396	20220810	202208	2022	2022.6027											IND	ASSAM	IND								1	033	033	03	1	5.2	3	1	3	-0.181159420289855	0								4	Darrang, Assam, India	IN	IN03	17593	26.6333	92.8	-2112902	4	Darrang, Assam, India	IN	IN03	17593	26.6333	92.8	-2112902	20220810191500	https://www.sentinelassam.com/topheadlines/centre-ready-to-help-assam-in-power-sector-says-minister-pralhad-joshi-606835
1058078397	20220810	202208	2022	2022.6027											IND	MIZORAM	IND								0	057	057	05	1	8.0	2	1	2	-1.22377622377622	0								4	Guwahati, Assam, India	IN	IN03	17583	26.1833	91.7333	-2096059	4	Guwahati, Assam, India	IN	IN03	17583	26.1833	91.7333	-2096059	20220810191500	https://www.sentinelassam.com/topheadlines/boundary-disputes-assam-mizoram-to-take-talks-forward-606834
1058078398	20220810	202208	2022	2022.6027											INDEDU	DELHI	IND					EDU			1	036	036	03	1	4.0	3	1	3	-1.47420147420147	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220810191500	https://economictimes.indiatimes.com/news/india/nsds-registrar-removed-after-students-protest-tiranga-event/articleshow/93486817.cms
1058078399	20220810	202208	2022	2022.6027											JPN	JAPAN	JPN								1	031	031	03	1	5.2	8	1	8	3.4375	0								4	Yokohama, Kanagawa, Japan	JA	JA19	34853	35.45	139.65	-248593	4	Yokohama, Kanagawa, Japan	JA	JA19	34853	35.45	139.65	-248593	20220810191500	https://www.ship-technology.com/news/keihin-dock-nyk-line-tugboat/
1058078400	20220810	202208	2022	2022.6027											JUD	ATTORNEY						JUD			1	036	036	03	1	4.0	10	1	10	-5.6	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220810191500	https://kvia.com/news/business-technology/ap-national-business/2022/08/10/sesame-place-to-train-employees-on-diversity-and-inclusion/
1058078401	20220810	202208	2022	2022.6027											JUD	ADVOCATE						JUD			1	057	057	05	1	8.0	10	1	10	-5.98540145985402	0								3	Tampa Bay, Florida, United States	US	USFL		27.765	-82.5825	294169	3	Tampa Bay, Florida, United States	US	USFL		27.765	-82.5825	294169	20220810191500	https://www.wtsp.com/article/news/national/military-news/veteran-advocates-pact-act-limitations-burn-pits/67-ffc88d6c-ddca-4d6f-a704-2d10914b27ba
1058078402	20220810	202208	2022	2022.6027											KEN	KENYA	KEN								1	100	100	10	3	-5.0	6	1	6	-6.70391061452514	0								4	Kimilili, Western, Kenya	KE	KE09	18585	0.782966	34.7193	-2250864	4	Kimilili, Western, Kenya	KE	KE09	18585	0.782966	34.7193	-2250864	20220810191500	https://www.standardmedia.co.ke/national/article/2001452911/haji-orders-arrest-of-kimilili-mp-didmus-barasa
1058078403	20220810	202208	2022	2022.6027											KEN	KENYA	KEN								1	130	130	13	3	-4.4	5	1	5	-6.70391061452514	0								4	Kimilili, Western, Kenya	KE	KE09	18585	0.782966	34.7193	-2250864	4	Kimilili, Western, Kenya	KE	KE09	18585	0.782966	34.7193	-2250864	20220810191500	https://www.standardmedia.co.ke/national/article/2001452911/haji-orders-arrest-of-kimilili-mp-didmus-barasa
1058078404	20220810	202208	2022	2022.6027											KOR	SOUTH KOREA	KOR								1	040	040	04	1	1.0	10	1	10	4.04624277456647	0								4	Udaipur, Orissa, India	IN	IN21	70225	20.6167	83.7167	-2113633	4	Udaipur, Orissa, India	IN	IN21	70225	20.6167	83.7167	-2113633	20220810191500	https://www.devdiscourse.com/article/science-environment/2140202-indian-researchers-win-awards-at-global-astronomy-meet-in-south-korea
1058078405	20220810	202208	2022	2022.6027											LEG	SENATE						LEG			1	040	040	04	1	1.0	4	1	4	-1.5625	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	China	CH	CH		35	105	CH	20220810191500	https://www.kcet.org/shows/newshour/episodes/august-9-2022-pbs-newshour-full-episode-1660017601
1058078406	20220810	202208	2022	2022.6027											LEG	SENATOR						LEG			0	040	040	04	1	1.0	6	1	6	-1.80722891566266	0								2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	20220810191500	https://news.am/eng/news/715586.html
1058078407	20220810	202208	2022	2022.6027											LEG	SENATOR						LEG			1	043	043	04	1	2.8	10	1	10	0.20429009193054	0								3	Corpus Christi, Texas, United States	US	USTX		27.8006	-97.3964	1333380	3	Corpus Christi, Texas, United States	US	USTX		27.8006	-97.3964	1333380	20220810191500	https://www.caller.com/story/news/politics/2022/08/10/republican-sen-ted-cruz-tours-port-of-corpus-christi/65397028007/
1058078408	20220810	202208	2022	2022.6027											LEG	HOUSE OF REPRESENTATIVES						LEG			1	057	057	05	1	8.0	5	1	5	4.48548812664908	0								0								0								20220810191500	https://tribuneonlineng.com/former-rivers-commissioner-picks-aa-governorship-ticket/
1058078409	20220810	202208	2022	2022.6027											LEG	REPRESENTATIVES						LEG			0	111	111	11	3	-2.0	3	1	3	-3.12977099236641	0								3	Indianapolis, Indiana, United States	US	USIN	IN097	39.7684	-86.158	452890	3	Indianapolis, Indiana, United States	US	USIN	IN097	39.7684	-86.158	452890	20220810191500	https://dailyjournal.net/2022/08/10/johnson-county-lawmakers-explain-their-votes-for-the-near-total-abortion-ban/
1058078410	20220810	202208	2022	2022.6027											LKA	SRI LANKA	LKA								1	043	043	04	1	2.8	1	1	1	-1.92752505782575	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220810191500	https://menafn.com/1104678763/Vicissitudes-Of-India-Sri-Lanka-Strategic-Relations
1058078411	20220810	202208	2022	2022.6027											LKA	SRI LANKA	LKA								1	043	043	04	1	2.8	4	1	4	-1.92752505782575	0								4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220810191500	https://menafn.com/1104678763/Vicissitudes-Of-India-Sri-Lanka-Strategic-Relations
1058078412	20220810	202208	2022	2022.6027											LKA	SRI LANKAN	LKA								0	062	062	06	2	7.4	2	1	2	-1.92752505782575	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220810191500	https://menafn.com/1104678763/Vicissitudes-Of-India-Sri-Lanka-Strategic-Relations
1058078413	20220810	202208	2022	2022.6027											LKA	SRI LANKAN	LKA								0	062	062	06	2	7.4	8	1	8	-1.92752505782575	0								4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	20220810191500	https://menafn.com/1104678763/Vicissitudes-Of-India-Sri-Lanka-Strategic-Relations
1058078414	20220810	202208	2022	2022.6027											LKA	SRI LANKA	LKA								1	130	130	13	3	-4.4	1	1	1	-1.92752505782575	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220810191500	https://menafn.com/1104678763/Vicissitudes-Of-India-Sri-Lanka-Strategic-Relations
